Offence group,Code,Community safety partnership,Police force area,Crime Severity Score Apr 15 - Mar 16,Crime Severity Score Apr 16 - Mar 17,Crime Severity Score Apr 17 - Mar 18,Crime Severity Score Apr 18 - Mar 19,Crime Severity Score Apr 19 - Mar 20,Crime Severity Score Apr 20 - Mar 21,"Offence rate per 1,000 population Apr 15 - Mar 16","Offence rate per 1,000 population Apr 16 - Mar 17","Offence rate per 1,000 population Apr 17 - Mar 18","Offence rate per 1,000 population Apr 18 - Mar 19","Offence rate per 1,000 population Apr 19 - Mar 20","Offence rate per 1,000 population Apr 20 - Mar 21"
Other crimes against society,E22000367,Dorset (inc. Christchurch),Dorset,:,:,:,:,:,:,:,:,:,:,:,:
Other crimes against society,E06000029,Poole,Dorset,:,:,:,:,:,:,:,:,:,:,:,:
Other crimes against society,E06000047,County Durham,Durham,0.5,0.6,0.8,0.9,0.9,0.9,5,8,13,13,13,13
Other crimes against society,E06000005,Darlington,Durham,0.6,0.5,0.8,0.8,1.1,1,7,9,16,16,17,17
Other crimes against society,W06000010,Carmarthenshire,Dyfed-Powys,0.5,0.5,0.6,0.7,0.7,1.2,8,7,8,9,10,13
Other crimes against society,W06000008,Ceredigion,Dyfed-Powys,0.8,0.6,0.6,0.6,0.9,1.4,9,10,8,9,11,13
Other crimes against society,W06000009,Pembrokeshire,Dyfed-Powys,0.4,0.5,0.5,0.8,0.7,1.2,6,6,7,10,12,13
Other crimes against society,W06000023,Powys,Dyfed-Powys,0.5,0.5,0.5,0.8,1,1.2,8,7,8,9,11,12
Other crimes against society,E07000066,Basildon,Essex,0.6,0.7,0.8,0.9,1.1,1.2,8,10,10,14,17,19
Other crimes against society,E07000067,Braintree,Essex,0.3,0.3,0.4,0.5,0.6,0.8,4,6,7,9,11,12
Other crimes against society,E07000068,Brentwood,Essex,0.2,0.4,0.4,0.5,0.7,0.7,3,5,6,8,11,12
Other crimes against society,E07000069,Castle Point,Essex,0.3,0.3,0.5,0.7,0.8,0.8,5,6,8,9,12,12
Other crimes against society,E07000070,Chelmsford,Essex,0.5,0.6,0.9,1.2,1,1.1,6,9,10,14,15,15
Other crimes against society,E07000071,Colchester,Essex,0.6,0.5,0.7,0.9,1,1,7,8,11,14,17,17
Other crimes against society,E07000072,Epping Forest,Essex,0.4,0.4,0.6,0.7,0.6,0.9,6,7,9,10,13,14
Other crimes against society,E07000073,Harlow,Essex,0.6,1,1.1,1,1.4,1.5,9,11,13,16,19,22
Other crimes against society,E07000074,Maldon,Essex,0.2,0.3,0.3,0.7,0.6,0.5,3,4,5,8,9,10
Other crimes against society,E07000075,Rochford,Essex,0.2,0.3,0.3,0.4,0.6,0.7,3,4,5,7,8,9
Other crimes against society,E06000033,Southend-on-Sea,Essex,0.6,0.7,0.7,0.8,1.3,1.3,8,11,13,15,19,18
Other crimes against society,E07000076,Tendring,Essex,0.5,0.7,0.8,1,1.2,1.3,7,10,11,15,16,17
Other crimes against society,E06000034,Thurrock,Essex,0.5,0.5,0.6,0.9,1,1,7,9,11,14,15,14
Other crimes against society,E07000077,Uttlesford,Essex,2,2.6,3.2,2.5,0.5,0.5,7,10,16,15,10,8
Other crimes against society,E07000078,Cheltenham,Gloucestershire,0.4,0.8,0.7,0.6,1,0.8,4,5,6,6,11,10
Other crimes against society,E07000079,Cotswold,Gloucestershire,0.2,0.1,0.2,0.3,0.4,0.3,2,2,3,3,4,5
Other crimes against society,E07000080,Forest of Dean,Gloucestershire,0.2,0.4,0.3,0.3,0.4,0.5,2,3,3,3,5,6
Other crimes against society,E07000081,Gloucester,Gloucestershire,0.6,0.9,0.9,1,1.2,1.3,7,7,9,10,16,16
Other crimes against society,E07000082,Stroud,Gloucestershire,0.3,0.2,0.2,0.3,0.5,0.5,3,3,3,4,6,7
Other crimes against society,E07000083,Tewkesbury,Gloucestershire,0.3,0.4,0.5,0.4,0.4,0.5,3,3,3,3,5,6
Other crimes against society,E08000001,Bolton,Greater Manchester,0.7,0.7,1.2,1.4,:,:,9,12,25,23.2,:,:
Other crimes against society,E08000002,Bury,Greater Manchester,0.6,0.8,1.2,1.3,:,:,7,13,20,17.7,:,:
Other crimes against society,E08000003,Manchester,Greater Manchester,1.2,1.4,2.3,2.2,:,:,12,19,38,30.3,:,:
Other crimes against society,E08000004,Oldham,Greater Manchester,1,0.7,1.2,1.6,:,:,10,14,24,24.3,:,:
Other crimes against society,E08000005,Rochdale,Greater Manchester,0.9,0.9,1.5,1.5,:,:,10,15,23,23.3,:,:
Other crimes against society,E08000006,Salford,Greater Manchester,1,0.9,1.5,1.9,:,:,8,12,25,25.2,:,:
Other crimes against society,E08000007,Stockport,Greater Manchester,0.4,0.5,0.7,0.9,:,:,5,7,14,12.3,:,:
Other crimes against society,E08000008,Tameside,Greater Manchester,0.7,0.8,1.3,1.5,:,:,8,13,21,20.8,:,:
Other crimes against society,E08000009,Trafford,Greater Manchester,0.4,0.4,0.7,1,:,:,6,8,14,15.3,:,:
Other crimes against society,E08000010,Wigan,Greater Manchester,0.5,0.7,1,1.2,:,:,7,9,15,14.9,:,:
Other crimes against society,W06000019,Blaenau Gwent,Gwent,0.7,0.6,0.6,0.7,0.9,1,7,7,12,19,19,19
Other crimes against society,W06000018,Caerphilly,Gwent,0.7,0.5,0.7,0.9,1.1,1.1,7,8,11,16,17,17
Other crimes against society,W06000021,Monmouthshire,Gwent,0.3,0.3,0.4,0.5,0.7,0.6,5,5,7,10,12,11
Other crimes against society,W06000022,Newport,Gwent,1.1,1.4,1.7,1.7,1.6,1.8,11,14,19,26,25,25
Other crimes against society,W06000020,Torfaen,Gwent,0.6,0.7,0.7,1,1,0.8,8,9,13,20,18,17
Other crimes against society,E07000085,East Hampshire,Hampshire,0.3,0.3,0.4,0.6,0.5,0.7,5,7,7,7,7,8
Other crimes against society,E07000086,Eastleigh,Hampshire,0.3,0.3,0.6,0.6,0.5,0.9,6,8,9,9,9,10
Other crimes against society,E07000087,Fareham,Hampshire,0.3,0.3,0.4,0.6,0.6,0.7,5,7,7,8,8,9
Other crimes against society,E07000088,Gosport,Hampshire,0.4,0.5,0.7,0.9,0.8,1.2,8,10,11,11,11,14
Other crimes against society,E07000090,Havant,Hampshire,0.5,0.5,0.7,0.9,0.8,1.3,10,12,12,12,13,16
Other crimes against society,E06000046,Isle of Wight,Hampshire,0.7,0.7,0.8,0.9,1.1,1.2,10,11,12,12,12,14
Other crimes against society,E07000091,New Forest,Hampshire,0.3,0.3,0.5,0.8,0.5,0.8,6,6,8,8,9,10
Other crimes against society,E22000374,North Hampshire,Hampshire,0.5,0.5,0.7,0.8,0.7,0.9,9,9,10,10,10,11
Other crimes against society,E06000044,Portsmouth,Hampshire,0.9,0.8,1.4,1.5,1.4,1.4,15,17,19,19,20,21
Other crimes against society,E06000045,Southampton,Hampshire,0.9,1.1,1.1,1.3,1.2,1.6,15,17,18,18,20,21
Other crimes against society,E07000093,Test Valley,Hampshire,0.4,0.4,0.6,0.7,0.8,0.9,7,8,8,9,9,10
Other crimes against society,E07000094,Winchester,Hampshire,0.7,0.8,0.7,0.9,0.9,0.9,9,9,9,9,10,10
Other crimes against society,E07000095,Broxbourne,Hertfordshire,0.7,0.7,0.7,0.8,0.9,0.6,9,12,11,12,12,11
Other crimes against society,E07000096,Dacorum,Hertfordshire,0.6,0.6,0.8,0.8,0.6,0.5,7,9,10,10,9,8
Other crimes against society,E07000242,East Hertfordshire,Hertfordshire,0.5,0.4,0.5,0.6,0.5,0.4,6,7,7,8,8,7
Other crimes against society,E07000098,Hertsmere,Hertfordshire,0.5,0.6,0.6,0.7,0.6,0.6,7,9,9,10,10,10
Other crimes against society,E07000099,North Hertfordshire,Hertfordshire,0.3,0.5,0.5,0.4,0.5,0.4,5,7,7,7,7,7
Other crimes against society,E07000240,St Albans,Hertfordshire,0.4,0.5,0.7,0.5,0.5,0.4,6,8,9,8,7,8
Other crimes against society,E07000243,Stevenage,Hertfordshire,0.6,0.9,0.9,1,1.1,0.7,10,15,15,16,15,15
Other crimes against society,E07000102,Three Rivers,Hertfordshire,0.4,0.4,0.5,0.4,0.4,0.3,4,6,7,7,6,7
Other crimes against society,E07000103,Watford,Hertfordshire,0.8,0.8,0.9,1,0.9,0.9,12,13,14,14,14,12
Other crimes against society,E07000241,Welwyn Hatfield,Hertfordshire,0.6,0.8,0.8,0.8,0.7,0.7,8,12,11,11,10,9
Other crimes against society,E06000011,East Riding of Yorkshire,Humberside,0.3,0.3,0.4,0.5,0.5,0.5,3,4,5,8,9,11
Other crimes against society,E06000010,"Kingston upon Hull, City of",Humberside,0.8,1,1.2,1.4,1.5,1.7,9,12,14,23,24,28
Other crimes against society,E06000012,North East Lincolnshire,Humberside,0.7,0.9,0.9,1,1.1,1.1,7,10,11,19,20,21
Other crimes against society,E06000013,North Lincolnshire,Humberside,0.4,0.6,0.7,0.8,0.8,0.7,5,7,8,13,14,16
Other crimes against society,E07000105,Ashford,Kent,0.3,0.5,0.6,0.9,0.9,0.8,3,5,10,15,12,11
Other crimes against society,E07000106,Canterbury,Kent,0.4,0.5,0.8,1,1.2,0.9,4,5,12,16,13,12
Other crimes against society,E22000352,Dartford and Gravesham,Kent,0.5,0.6,0.9,1.3,1.4,1.1,5,7,15,18,16,14
Other crimes against society,E07000108,Dover,Kent,0.7,0.5,0.9,1.1,1.5,1.1,4,5,14,17,14,15
Other crimes against society,E07000112,Folkestone and Hythe,Kent,0.6,0.6,1.4,1.6,1.7,1.4,5,6,14,18,15,15
Other crimes against society,E07000110,Maidstone,Kent,0.4,0.7,1,1.2,1.4,1.2,5,7,13,16,15,15
Other crimes against society,E06000035,Medway,Kent,0.6,0.8,1.1,1.4,1.6,1.4,5,7,16,20,17,16
Other crimes against society,E07000111,Sevenoaks,Kent,0.3,0.3,0.5,0.7,0.7,0.6,3,4,8,10,9,9
Other crimes against society,E07000113,Swale,Kent,0.5,0.7,1.1,1.2,1.4,1.2,4,6,14,17,14,13
Other crimes against society,E07000114,Thanet,Kent,1.2,0.8,1.3,1.5,1.7,1.5,7,8,19,24,21,19
Other crimes against society,E07000115,Tonbridge and Malling,Kent,0.3,0.4,0.6,0.6,1,0.8,4,5,10,11,11,11
Other crimes against society,E07000116,Tunbridge Wells,Kent,0.3,0.4,0.6,0.8,0.9,0.7,4,5,8,11,10,9
Other crimes against society,E06000008,Blackburn with Darwen,Lancashire,0.9,0.8,0.9,1.1,1,1.2,5,6,9,18,14,14
Other crimes against society,E06000009,Blackpool,Lancashire,0.9,1.1,1.1,1.5,1.6,2.3,8,9,14,28,23,21
Other crimes against society,E07000117,Burnley,Lancashire,0.7,0.7,0.9,1.2,1.3,1.3,6,6,10,19,15,15
Other crimes against society,E07000118,Chorley,Lancashire,0.5,0.4,0.5,0.6,0.7,0.7,4,3,5,9,7,7
Other crimes against society,E07000119,Fylde,Lancashire,0.2,0.4,0.4,0.6,0.5,0.6,2,3,4,8,6,6
Other crimes against society,E07000120,Hyndburn,Lancashire,0.6,0.7,0.8,1.1,1.1,1.4,4,5,8,17,13,13
Other crimes against society,E07000121,Lancaster,Lancashire,0.5,0.6,0.6,1,0.7,0.8,5,5,8,13,9,9
Other crimes against society,E07000122,Pendle,Lancashire,0.6,0.5,0.6,0.8,0.9,0.9,4,4,5,12,9,10
Other crimes against society,E07000123,Preston,Lancashire,0.7,0.6,0.9,1.2,0.8,0.8,7,6,11,19,12,10
Other crimes against society,E07000124,Ribble Valley,Lancashire,0.1,0.2,0.2,0.3,0.3,0.2,2,2,3,6,4,3
Other crimes against society,E07000125,Rossendale,Lancashire,0.4,0.4,0.6,0.6,0.4,0.7,2,3,5,11,8,8
Other crimes against society,E07000126,South Ribble,Lancashire,0.3,0.3,0.4,0.7,0.9,1.2,3,3,4,11,13,13
Other crimes against society,E07000127,West Lancashire,Lancashire,0.5,0.4,0.4,0.6,0.4,0.5,3,3,4,8,6,5
Other crimes against society,E07000128,Wyre,Lancashire,0.3,0.3,0.3,0.6,0.5,0.5,3,3,4,9,6,7
Other crimes against society,E07000129,Blaby,Leicestershire,0.3,0.4,0.4,0.5,0.7,0.7,2,3,4,6,7,9
Other crimes against society,E07000130,Charnwood,Leicestershire,0.4,0.5,0.6,0.9,1.8,0.8,3,4,7,9,12,12
Other crimes against society,E07000131,Harborough,Leicestershire,0.3,0.4,0.3,0.6,0.5,0.6,2,3,3,6,6,8
Other crimes against society,E07000132,Hinckley and Bosworth,Leicestershire,0.3,0.4,0.4,0.5,0.6,0.8,3,4,5,7,8,10
Other crimes against society,E06000016,Leicester,Leicestershire,0.9,1,1.2,1.5,1.8,1.7,8,10,14,18,21,24
Other crimes against society,E07000133,Melton,Leicestershire,0.3,0.3,0.4,0.4,0.5,0.8,3,3,5,7,8,12
Other crimes against society,E07000134,North West Leicestershire,Leicestershire,0.5,0.4,0.6,0.7,0.8,1.1,3,4,5,8,9,13
Other crimes against society,E07000135,Oadby and Wigston,Leicestershire,0.5,0.6,0.5,0.5,0.5,0.8,3,4,5,8,9,11
Other crimes against society,E06000017,Rutland,Leicestershire,0.3,0.4,0.6,0.6,0.5,0.6,2,3,4,5,6,7
Other crimes against society,E07000136,Boston,Lincolnshire,1,0.8,0.8,1.3,1.2,1.6,10,8,8,12,14,13
Other crimes against society,E07000137,East Lindsey,Lincolnshire,0.4,0.5,0.8,0.9,0.9,1,5,5,6,8,12,11
Other crimes against society,E07000138,Lincoln,Lincolnshire,1.1,1.2,1.6,2.5,2.3,2.2,11,11,13,21,27,24
Other crimes against society,E07000139,North Kesteven,Lincolnshire,0.2,0.3,0.5,0.7,0.8,0.8,2,2,3,4,6,6
Other crimes against society,E07000140,South Holland,Lincolnshire,0.4,0.4,0.6,0.9,1,0.8,4,4,4,7,10,8
Other crimes against society,E07000141,South Kesteven,Lincolnshire,0.8,0.5,0.6,0.8,0.9,0.9,6,5,5,7,10,8
Other crimes against society,E07000142,West Lindsey,Lincolnshire,0.4,0.5,0.6,0.8,0.8,0.9,3,3,4,6,7,7
Other crimes against society,E08000011,Knowsley,Merseyside,1,0.9,1.1,1.2,1.5,1.8,11,9,13,16,20,22
Other crimes against society,E08000012,Liverpool,Merseyside,1.2,1.3,1.5,1.8,1.9,2.1,14,16,19,25,28,31
Other crimes against society,E08000014,Sefton,Merseyside,0.7,0.7,0.9,1,1,1.2,7,9,12,15,15,17
Other crimes against society,E08000013,St. Helens,Merseyside,0.5,0.6,0.8,0.9,1.1,1.3,7,9,12,15,18,20
Other crimes against society,E08000015,Wirral,Merseyside,0.6,0.5,0.7,0.8,0.9,1,6,7,10,13,15,16
Other crimes against society,E09000002,Barking and Dagenham,Metropolitan Police,0.6,0.7,0.6,0.6,0.7,1,13,12,11,11,13,16
Other crimes against society,E09000003,Barnet,Metropolitan Police,0.4,0.6,0.5,0.4,0.4,0.5,7,8,8,8,8,9
Other crimes against society,E09000004,Bexley,Metropolitan Police,0.6,0.4,0.4,0.4,0.4,0.5,8,8,8,8,9,10
Other crimes against society,E09000005,Brent,Metropolitan Police,0.6,0.7,0.8,0.6,0.5,0.7,12,13,12,13,13,16
Other crimes against society,E09000006,Bromley,Metropolitan Police,0.4,0.4,0.4,0.3,0.4,0.4,8,8,8,9,10,10
Other crimes against society,E09000007,Camden,Metropolitan Police,0.7,0.8,0.6,0.7,0.7,0.6,15,15,15,14,18,15
Other crimes against society,E09000008,Croydon,Metropolitan Police,0.5,0.6,0.6,0.6,0.8,0.7,10,11,12,12,15,15
Other crimes against society,E09000009,Ealing,Metropolitan Police,0.6,0.6,0.7,0.5,0.6,0.9,11,11,12,11,13,15
Other crimes against society,E09000010,Enfield,Metropolitan Police,0.6,0.6,0.5,0.6,0.7,0.7,9,9,9,10,10,12
Other crimes against society,E09000011,Greenwich,Metropolitan Police,0.7,1.1,0.7,0.6,0.7,0.8,11,12,11,11,14,17
Other crimes against society,E09000012,Hackney,Metropolitan Police,0.8,0.9,0.7,0.7,0.6,0.7,14,14,14,14,15,16
Other crimes against society,E09000013,Hammersmith and Fulham,Metropolitan Police,0.8,0.8,0.7,0.8,0.7,0.6,19,18,16,16,17,17
Other crimes against society,E09000014,Haringey,Metropolitan Police,0.8,0.7,0.8,0.8,0.8,1,13,14,14,14,15,15
Other crimes against society,E09000015,Harrow,Metropolitan Police,0.5,0.5,0.4,0.3,0.4,0.5,6,6,6,7,8,10
Other crimes against society,E09000016,Havering,Metropolitan Police,0.5,0.5,0.5,0.5,0.4,0.5,9,8,8,8,9,10
Other crimes against society,E09000017,Hillingdon,Metropolitan Police,0.8,0.6,0.5,0.5,0.6,0.7,10,10,10,10,12,14
Other crimes against society,E09000018,Hounslow,Metropolitan Police,0.5,0.7,0.7,0.7,0.8,0.8,11,12,13,14,15,14
Other crimes against society,E09000019,Islington,Metropolitan Police,0.8,0.9,0.7,0.7,0.7,0.6,18,18,16,15,16,16
Other crimes against society,E09000020,Kensington and Chelsea,Metropolitan Police,0.7,0.8,0.9,0.7,0.6,0.6,18,22,21,20,18,17
Other crimes against society,E09000021,Kingston upon Thames,Metropolitan Police,0.5,0.4,0.4,0.4,0.8,0.5,10,9,9,9,12,12
Other crimes against society,E09000022,Lambeth,Metropolitan Police,1.1,1.1,0.9,0.9,0.8,0.9,18,18,16,16,16,17
Other crimes against society,E09000023,Lewisham,Metropolitan Police,0.8,0.8,0.7,0.7,1,0.6,14,13,12,12,13,14
Other crimes against society,E09000024,Merton,Metropolitan Police,0.4,0.4,0.4,0.4,0.4,0.5,7,7,9,8,10,11
Other crimes against society,E09000025,Newham,Metropolitan Police,0.7,0.9,0.9,0.8,0.7,0.8,12,13,14,14,17,17
Other crimes against society,E09000026,Redbridge,Metropolitan Police,0.4,0.5,0.4,0.4,0.5,0.7,9,8,8,8,10,12
Other crimes against society,E09000027,Richmond upon Thames,Metropolitan Police,0.3,0.3,0.3,0.3,0.3,0.3,6,7,7,6,7,8
Other crimes against society,E09000028,Southwark,Metropolitan Police,0.7,0.7,0.7,0.8,0.7,0.7,14,15,15,15,17,16
Other crimes against society,E09000029,Sutton,Metropolitan Police,0.4,0.4,0.4,0.3,0.4,0.4,7,7,7,7,9,9
Other crimes against society,E09000030,Tower Hamlets,Metropolitan Police,0.8,0.9,0.8,0.9,0.7,1.3,15,15,15,18,17,19
Other crimes against society,E09000031,Waltham Forest,Metropolitan Police,0.6,0.6,0.5,0.6,0.6,0.6,12,10,10,11,13,14
Other crimes against society,E09000032,Wandsworth,Metropolitan Police,0.4,0.7,0.8,0.5,0.5,0.5,8,9,9,9,10,11
Other crimes against society,E09000033,Westminster,Metropolitan Police,1.2,1.2,1.2,1.1,1.2,1.4,22,25,26,26,31,27
Other crimes against society,E07000143,Breckland,Norfolk,0.5,0.8,0.8,0.8,0.8,0.9,7,8,8,10,11,13
Other crimes against society,E07000144,Broadland,Norfolk,0.2,0.3,0.3,0.4,0.6,0.6,4,4,5,6,7,8
Other crimes against society,E07000145,Great Yarmouth,Norfolk,0.8,1,1.2,1.5,1.8,1.4,12,13,16,18,22,21
Other crimes against society,E07000146,King's Lynn and West Norfolk,Norfolk,0.4,0.6,0.7,0.8,0.8,1,6,7,9,11,11,14
Other crimes against society,E07000147,North Norfolk,Norfolk,0.3,0.4,0.4,0.4,0.5,0.6,5,5,6,7,7,9
Other crimes against society,E07000148,Norwich,Norfolk,1.3,1.5,1.8,2.2,2.4,1.8,16,18,21,25,26,24
Other crimes against society,E07000149,South Norfolk,Norfolk,0.4,0.4,0.4,0.5,0.5,0.6,4,5,6,7,8,10
Other crimes against society,W06000003,Conwy,North Wales,0.4,0.4,0.5,0.6,0.6,0.7,5,5,8,12,13,16
Other crimes against society,W06000004,Denbighshire,North Wales,0.5,0.6,0.7,0.7,0.9,0.8,7,7,10,16,17,17
Other crimes against society,W06000005,Flintshire,North Wales,0.4,0.5,0.6,0.6,0.5,0.7,5,5,7,10,11,14
Other crimes against society,W06000002,Gwynedd,North Wales,0.4,0.5,0.7,0.6,0.7,0.6,6,6,8,11,13,13
Other crimes against society,W06000001,Isle of Anglesey,North Wales,0.5,0.4,0.5,0.5,0.6,0.6,5,5,7,10,11,12
Other crimes against society,W06000006,Wrexham,North Wales,0.5,0.4,0.9,0.8,0.9,0.9,7,7,11,14,16,17
Other crimes against society,E06000014,City of York,North Yorkshire,0.4,0.4,0.4,0.5,0.5,0.7,6,6,6,7,8,8
Other crimes against society,E10000023,North Yorkshire,North Yorkshire,0.4,0.4,0.4,0.5,0.5,0.7,5,5,5,6,7,8
Other crimes against society,E07000150,Corby,Northamptonshire,0.6,0.5,0.5,0.6,0.8,1,7,6,6,7,11,15
Other crimes against society,E22000357,Daventry and South Northamptonshire,Northamptonshire,0.3,0.3,0.4,0.5,0.5,0.5,3,3,3,4,5,8
Other crimes against society,E07000152,East Northamptonshire,Northamptonshire,0.4,0.3,0.4,0.5,0.4,0.7,3,2,3,4,6,8
Other crimes against society,E07000153,Kettering,Northamptonshire,0.4,0.5,0.7,0.8,0.8,1,5,5,6,8,10,14
Other crimes against society,E07000154,Northampton,Northamptonshire,1.1,0.7,0.8,1.2,1.8,1.4,9,8,9,12,14,17
Other crimes against society,E07000156,Wellingborough,Northamptonshire,2,0.7,0.8,1,0.8,1.3,7,5,7,10,11,16
Other crimes against society,E08000037,Gateshead,Northumbria,0.6,0.9,1,1.2,1,1.2,7,14,18,20,17,17
Other crimes against society,E08000021,Newcastle upon Tyne,Northumbria,1,1.2,1.2,1.6,1.2,1.3,12,17,25,28,23,20
Other crimes against society,E08000022,North Tyneside,Northumbria,0.5,0.7,0.8,1,0.8,0.9,7,12,18,21,18,17
Other crimes against society,E06000057,Northumberland,Northumbria,0.4,0.5,0.7,0.7,0.7,0.8,5,8,13,14,13,14
Other crimes against society,E08000023,South Tyneside,Northumbria,0.6,0.9,0.9,1,0.9,1.1,9,14,20,22,19,18
Other crimes against society,E08000024,Sunderland,Northumbria,0.5,0.8,1,1.1,0.9,1,8,15,23,25,21,20
Other crimes against society,E07000170,Ashfield,Nottinghamshire,0.6,0.6,0.7,0.9,1,1.2,5,7,8,11,13,13
Other crimes against society,E07000171,Bassetlaw,Nottinghamshire,0.6,0.6,0.7,0.8,1,0.8,5,7,8,11,12,11
Other crimes against society,E07000174,Mansfield,Nottinghamshire,0.8,0.9,0.9,1.3,1.5,1.9,8,10,13,16,16,16
Other crimes against society,E07000175,Newark and Sherwood,Nottinghamshire,0.4,0.5,0.6,0.7,0.8,0.9,4,6,7,8,9,10
Other crimes against society,E06000018,Nottingham,Nottinghamshire,1.4,1.4,1.5,1.8,1.9,1.7,11,14,17,22,25,20
Other crimes against society,E22000366,South Nottinghamshire,Nottinghamshire,0.4,0.4,0.4,0.4,0.6,0.7,3,4,5,6,7,7
Other crimes against society,W06000013,Bridgend,South Wales,0.9,0.7,0.9,1,0.8,0.9,11,11,12,14,14,14
Other crimes against society,W06000015,Cardiff,South Wales,0.9,0.9,0.8,1.2,1.1,1.5,12,14,15,17,19,19
Other crimes against society,W14000023,Cwm Taf,South Wales,0.6,0.6,0.6,0.6,0.8,0.8,9,12,13,14,14,16
Other crimes against society,W06000012,Neath Port Talbot,South Wales,0.5,0.5,0.7,0.6,0.6,1,7,10,10,12,12,13
Other crimes against society,W06000011,Swansea,South Wales,0.6,0.7,0.8,0.7,0.9,1.3,10,11,13,13,14,15
Other crimes against society,W06000014,Vale of Glamorgan,South Wales,0.6,0.5,0.5,0.6,0.6,0.6,6,8,9,10,11,11
Other crimes against society,E08000016,Barnsley,South Yorkshire,0.6,0.6,0.8,1,1.2,1.5,6,8,14,15,17,19
Other crimes against society,E08000017,Doncaster,South Yorkshire,1.1,1.2,1.4,1.5,1.7,2,8,10,17,18,20,20
Other crimes against society,E08000018,Rotherham,South Yorkshire,0.6,0.8,0.9,0.9,1,1.6,6,8,13,15,15,17
Other crimes against society,E08000019,Sheffield,South Yorkshire,0.6,0.8,0.8,0.9,1.1,1.7,6,8,12,14,16,17
Other crimes against society,E07000192,Cannock Chase,Staffordshire,0.6,0.6,0.6,0.6,0.7,0.6,5,7,7,7,7,6
Other crimes against society,E07000193,East Staffordshire,Staffordshire,0.6,0.6,0.7,0.7,0.8,0.6,6,7,8,8,7,6
Other crimes against society,E07000194,Lichfield,Staffordshire,0.3,0.4,0.4,0.5,0.6,0.5,4,5,6,6,6,5
Other crimes against society,E07000195,Newcastle-under-Lyme,Staffordshire,0.5,0.6,0.5,0.4,0.5,0.4,5,7,7,6,6,6
Other crimes against society,E07000196,South Staffordshire,Staffordshire,0.6,0.8,0.8,0.6,0.5,0.5,5,6,6,5,5,4
Other crimes against society,E07000197,Stafford,Staffordshire,0.4,0.6,0.6,0.5,0.7,0.4,5,6,7,6,6,5
Other crimes against society,E07000198,Staffordshire Moorlands,Staffordshire,0.3,0.4,0.5,0.5,0.5,0.4,4,5,5,5,5,5
Other crimes against society,E06000021,Stoke-on-Trent,Staffordshire,1,1.1,1.1,1.1,1.1,1,10,12,13,13,12,11
Other crimes against society,E07000199,Tamworth,Staffordshire,0.5,0.5,0.6,0.5,0.5,0.5,6,8,8,7,7,6
Other crimes against society,E07000200,Babergh,Suffolk,0.1,0.3,0.4,0.3,0.6,0.5,1,6,6,8,9,9
Other crimes against society,E07000244,East Suffolk,Suffolk,0.1,0.5,0.5,0.5,0.6,0.6,1,7,9,9,10,10
Other crimes against society,E07000202,Ipswich,Suffolk,0.3,0.9,1.6,1.2,1.3,1.1,2,14,17,18,19,18
Other crimes against society,E07000203,Mid Suffolk,Suffolk,0.1,0.3,0.4,0.4,0.4,0.4,1,4,6,7,6,6
Other crimes against society,E07000245,West Suffolk,Suffolk,0.1,0.6,0.8,0.8,1.1,0.8,1,8,11,11,13,12
Other crimes against society,E22000373,Western Suffolk,Suffolk,:,:,:,:,:,:,:,:,:,:,:,:
Other crimes against society,E07000207,Elmbridge,Surrey,0.3,0.4,0.5,0.7,0.8,0.9,6,7,9,9,10,10
Other crimes against society,E07000208,Epsom and Ewell,Surrey,0.4,0.4,0.5,0.6,0.8,0.9,7,9,9,10,11,10
Other crimes against society,E07000209,Guildford,Surrey,0.5,0.5,0.8,0.9,1,1.1,8,10,12,12,13,13
Other crimes against society,E07000210,Mole Valley,Surrey,0.3,0.4,0.4,0.7,0.9,0.9,5,7,9,10,10,12
Other crimes against society,E07000211,Reigate and Banstead,Surrey,0.5,0.8,0.9,1.1,1.1,1.1,8,10,12,12,12,11
Other crimes against society,E07000212,Runnymede,Surrey,0.4,0.4,0.8,0.8,1,1.2,9,10,12,12,15,16
Other crimes against society,E07000213,Spelthorne,Surrey,0.5,0.5,0.9,0.9,1.1,1.2,9,11,13,13,13,16
Other crimes against society,E07000214,Surrey Heath,Surrey,0.7,0.4,0.5,0.8,0.9,1,7,7,9,10,10,11
Other crimes against society,E07000215,Tandridge,Surrey,0.5,0.4,0.6,0.6,0.7,0.7,7,8,9,10,11,10
Other crimes against society,E07000216,Waverley,Surrey,0.2,0.2,0.3,0.6,0.4,0.7,5,6,7,7,7,9
Other crimes against society,E07000217,Woking,Surrey,0.6,0.7,0.8,1.3,0.8,1.1,8,11,13,14,12,12
Other crimes against society,E07000223,Adur,Sussex,0.4,0.4,0.6,0.5,0.9,1,8,9,10,8,10,11
Other crimes against society,E07000224,Arun,Sussex,0.4,0.5,0.6,0.7,0.7,1,7,8,9,9,11,12
Other crimes against society,E06000043,Brighton and Hove,Sussex,0.8,1.1,1,1,1,1.2,12,15,15,15,16,16
Other crimes against society,E07000225,Chichester,Sussex,0.3,0.4,0.4,0.5,0.6,1.2,5,6,7,7,8,10
Other crimes against society,E07000226,Crawley,Sussex,1.5,1,1.1,1.6,1.8,1.8,14,16,16,20,21,19
Other crimes against society,E07000061,Eastbourne,Sussex,0.5,0.6,0.6,0.8,0.9,1.1,9,12,13,13,14,15
